                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     300                                     1122                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.1716512665814770E+010                  3.8258906638603811E+006                  4.9155641400759077E+003                  2.6380384067871638E+000                  2.2426043430557301E+000                  6.8352034565229287E+000                  0.0000000000000000E+000                  1.3899666983859251E-056                  9.8009496788657680E-001                  5.3388585046600749E-005                  9.5787851448078144E-003                  4.0830741503562699E-003                  2.0994599496980178E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  5.5929159804389561E-001                  1.0326094400671193E-003                  4.1958938710770588E-001                  2.2802201748865080E-003                  3.1132317055463628E-003                  8.5031692946869429E-003                  2.0994599496976961E-003                  1.3936762676891171E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999815276697E-001                  2.2414513139028194E+000                  9.9999999704724096E-001                  2.2409549876169983E+000                  3.3625020657580804E+004                  3.9677633908548192E+006                  3.7906953796699581E+009                  2.6409277790419758E+000                  2.6409277790419745E+000                  3.5514817782097478E-027                  1.7424215706627019E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.6975146399721818E+017                                    11701                               "gfortran"                                  "9.2.0"        "x86_64-osx-10.10-10.14-20190830"                               "20200110" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  3.5075265887737744E-001                  3.6915902610601790E+000                 -7.0416044216583478E+000                  4.4541492619182241E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       2                  9.9999999999949996E-001                  3.5075255938742883E-001                  3.6916240529626387E+000                 -7.0413681652765323E+000                  4.4544194238473347E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       3                  9.9999999999899991E-001                  3.5075245995151644E-001                  3.6916832046947401E+000                 -7.0409551370701999E+000                  4.4548918036385876E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       4                  9.9999999999774991E-001                  3.5075221159774439E-001                  3.6917677724893041E+000                 -7.0403660530190901E+000                  4.4555657434023708E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       5                  9.9999999999649980E-001                  3.5075196358018934E-001                  3.6918947120488999E+000                 -7.0394844742050857E+000                  4.4565746984815977E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  9.9999999999399991E-001                  3.5075146854969386E-001                  3.6921065903191805E+000                 -7.0380206858270533E+000                  4.4582511064143571E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       7                  9.9999999999024980E-001                  3.5075072849933003E-001                  3.6923826441017296E+000                 -7.0361280126120134E+000                  4.4604208218371122E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       8                  9.9999999998587497E-001                  3.5074986885699905E-001                  3.6927179363812979E+000                 -7.0338502623316863E+000                  4.4630350965451928E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002 
                                       9                  9.9999999998040623E-001                  3.5074879991793423E-001                  3.6931450302741640E+000                 -7.0309817422884286E+000                  4.4663323231589107E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      10                  9.9999999997337496E-001                  3.5074743460391772E-001                  3.6939219918950950E+000                 -7.0258484809283024E+000                  4.4722455526392757E+000                  6.9999999272919355E-001                  2.8000000727080665E-001                  1.9999999999999796E-002 
