                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     450                                     1292                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2077997903821903E+010                  1.1536847175619004E+006                  4.7715388872078393E+003                  8.1861678396151927E+000                  4.1925883535106259E+000                  1.2321272810753483E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8009496788657680E-001                  5.3388585046599556E-005                  9.5787851448078127E-003                  4.0830741503562699E-003                  2.0994599496980178E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  5.4300727433526230E-001                  1.0310587230254826E-003                  4.3591383836199382E-001                  2.2834512036776951E-003                  3.3757304386614721E-003                  8.1988627041671182E-003                  2.0994599496976961E-003                  1.8441608948412824E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998825793102E-001                  4.1886980930149305E+000                  9.9999998252508027E-001                  4.1872703092530568E+000                  8.5952182123710096E+004                  6.8393790027007181E+005                  1.2215728037735994E+009                  8.1621973619555490E+000                  8.1621973619555579E+000                  2.0032208945986408E-023                  5.5891119778513021E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8115926935524922E+017                                    11701                               "gfortran"                                  "9.2.0"        "x86_64-osx-10.10-10.14-20190830"                               "20200110" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  6.2248222358290661E-001                  3.6786611625885928E+000                 -7.3185861000357448E+000                  4.1643448040880759E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       2                  9.9999999999949996E-001                  6.2248219477099287E-001                  3.6786665526538007E+000                 -7.3185483665746576E+000                  4.1643879186120616E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       3                  9.9999999999899991E-001                  6.2248216596157857E-001                  3.6786759856013131E+000                 -7.3184823436598831E+000                  4.1644633587513855E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       4                  9.9999999999774991E-001                  6.2248209394896381E-001                  3.6786894626504347E+000                 -7.3183880493482603E+000                  4.1645711077232166E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       5                  9.9999999999649980E-001                  6.2248202195194513E-001                  3.6787096800870214E+000                 -7.3182466599006162E+000                  4.1647326811809506E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  9.9999999999399991E-001                  6.2248187800467347E-001                  3.6787433825427369E+000                 -7.3180111511386450E+000                  4.1650018371251036E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       7                  9.9999999999024980E-001                  6.2248166220055601E-001                  3.6787872090105580E+000                 -7.3177052523749335E+000                  4.1653514913506733E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       8                  9.9999999998587497E-001                  6.2248141060595397E-001                  3.6788403248048058E+000                 -7.3173350397434156E+000                  4.1657747350862229E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002 
                                       9                  9.9999999998040623E-001                  6.2248109638006033E-001                  3.6789078025462687E+000                 -7.3168655520094665E+000                  4.1663115952392511E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      10                  9.9999999997337496E-001                  6.2248069281084850E-001                  3.6790301687594757E+000                 -7.3160163566080287E+000                  4.1672829695643987E+000                  6.9999999272919355E-001                  2.8000000727080665E-001                  1.9999999999999796E-002 
                                      11                  9.9999999995775002E-001                  6.2247979773824391E-001                  3.6791991668444100E+000                 -7.3148488310119255E+000                  4.1686192520762146E+000                  6.9999998600821056E-001                  2.8000001399178964E-001                  1.9999999999999796E-002 
                                      12                  9.9999999994212518E-001                  6.2247890506314241E-001                  3.6794529496836281E+000                 -7.3131055294155569E+000                  4.1706160144337110E+000                  6.9999998240796146E-001                  2.8000001759203874E-001                  1.9999999999999796E-002 
                                      13                  9.9999999991087507E-001                  6.2247712684874534E-001                  3.6798472808863867E+000                 -7.3104224363730888E+000                  4.1736930164712884E+000                  6.9999992631441943E-001                  2.8000007368558077E-001                  1.9999999999999796E-002 
                                      14                  9.9999999986946886E-001                  6.2247478519279120E-001                  3.6804767164590584E+000                 -7.3061988849317707E+000                  4.1785453417130594E+000                  6.9999924268567049E-001                  2.8000075731432966E-001                  1.9999999999999796E-002 
                                      15                  9.9999999979525012E-001                  6.2247062841299128E-001                  3.6817805881340777E+000                 -7.2976639221452801E+000                  4.1883776462866651E+000                  6.9998348050626524E-001                  2.8001651949370315E-001                  2.0000000000031548E-002 
                                      16                  9.9999999963118757E-001                  6.2246161814940548E-001                  3.6842452512278308E+000                 -7.2822037800148571E+000                  4.2061780118562426E+000                  6.9968488944284613E-001                  2.8031511036729062E-001                  2.0000000189863254E-002 
                                      17                  9.9999999934993744E-001                  6.2244671093712134E-001                  3.6868455304434553E+000                 -7.2666794685049911E+000                  4.2238677351075751E+000                  6.9864681389406924E-001                  2.8135317589065639E-001                  2.0000010215274422E-002 
                                      18                  9.9999999917025006E-001                  6.2243752055421087E-001                  3.6890250325812941E+000                 -7.2542454411268960E+000                  4.2380317307235389E+000                  6.9757147123765029E-001                  2.8242844533017814E-001                  2.0000083432171634E-002 
                                      19                  9.9999999896712521E-001                  6.2242742398047535E-001                  3.6908686458683522E+000                 -7.2439472265561147E+000                  4.2495393289895897E+000                  6.9606182281588680E-001                  2.8393770138983415E-001                  2.0000475794279104E-002 
                                      20                  9.9999999884993762E-001                  6.2242173522330524E-001                  3.6924497872320043E+000                 -7.2355751343819374E+000                  4.2591277590521246E+000                  6.9519033449144307E-001                  2.8480864858768229E-001                  2.0001016920874637E-002 
                                      21                  9.9999999869368750E-001                  6.2241429469566778E-001                  3.6947238951649903E+000                 -7.2238443546364897E+000                  4.2724692997412852E+000                  6.9361263587804978E-001                  2.8638437412031437E-001                  2.0002990001635856E-002 
